rank,geartype,name,mmsi,flag,port,km,near,dist_agree,delta,kn,h,vend,fish,vid,flag_gfw,flag_greatcircle
0.9861,NA,MIRANDA,735059629,ECU,manta,410.4,410.1,DIFFER,0.0008,9.7,22.9,2023-08-31T02:40:22.000Z,2023-09-01T01:33:53.000Z,fd79f51fe-e35d-8072-3cb0-a6ed228d3547,TFCCTF{735059629_manta_01.09.2023_01:33_AM_410.1},TFCCTF{735059629_manta_01.09.2023_01:33_AM_410.4}
0.9587,TRAWLERS,DUX,630123009,GNB,bissau,170.3,170.9,DIFFER,0.0036,10.3,8.9,2023-09-02T02:14:24.000Z,2023-09-02T11:10:31.000Z,ddede9953-3f41-0464-60f7-dd305ee6621a,TFCCTF{630123009_bissau_02.09.2023_11:10_AM_170.9},TFCCTF{630123009_bissau_02.09.2023_11:10_AM_170.3}
0.9457,POLE_AND_LINE,FLOOR REEL,338485646,USA,ocean city,127.6,126.9,DIFFER,0.0054,10.0,6.9,2023-09-11T09:10:03.000Z,2023-09-11T16:04:17.000Z,5c5f533ae-e71f-763d-abc8-c6eac235f311,TFCCTF{338485646_ocean city_11.09.2023_04:04_PM_126.9},TFCCTF{338485646_ocean city_11.09.2023_04:04_PM_127.6}
0.929,TRAWLERS,HARVEST KROTOA,601512000,ZAF,saldanha bay,87.4,86.8,DIFFER,0.007,9.9,4.8,2023-09-01T16:05:08.000Z,2023-09-01T20:51:09.000Z,4da1fe675-5ec0-139d-ed51-1be43d70db98,TFCCTF{601512000_saldanha bay_01.09.2023_08:51_PM_86.8},TFCCTF{601512000_saldanha bay_01.09.2023_08:51_PM_87.4}
0.9256,TUNA_PURSE_SEINES,MARSHALLS 201,538060004,MHL,majuro,396.3,396.6,DIFFER,0.0007,8.9,23.9,2023-09-01T23:17:46.000Z,2023-09-02T23:14:03.000Z,217c66f73-379e-a454-2521-1133078aca43,TFCCTF{538060004_majuro_02.09.2023_11:14_PM_396.6},TFCCTF{538060004_majuro_02.09.2023_11:14_PM_396.3}
0.9198,SET_LONGLINES,KAVEKE KATAMILA,659349000,NAM,walvis bay,284.2,283.6,DIFFER,0.002,9.0,17.1,2023-09-22T10:00:12.000Z,2023-09-23T03:04:22.000Z,b97b95a78-83ff-a045-c45b-5d635e9a673a,TFCCTF{659349000_walvis bay_23.09.2023_03:04_AM_283.6},TFCCTF{659349000_walvis bay_23.09.2023_03:04_AM_284.2}
0.9197,TRAWLERS,YUEHUILAIYU43428,412466888,CHN,shenquan,70.7,70.9,DIFFER,0.003,9.1,4.2,2023-09-06T00:02:26.000Z,2023-09-06T04:14:53.000Z,dd74e6148-83f1-bb54-5dc4-9f1150278ed2,TFCCTF{412466888_shenquan_06.09.2023_04:14_AM_70.9},TFCCTF{412466888_shenquan_06.09.2023_04:14_AM_70.7}
0.911,TRAWLERS,ALPHA PECHE-1,654005800,MRT,cansado,98.5,99.2,DIFFER,0.0075,9.5,5.6,2023-09-05T00:19:06.000Z,2023-09-05T05:54:34.000Z,4d8bd2c0c-c5dd-4420-0434-f224813f9c6d,TFCCTF{654005800_cansado_05.09.2023_05:54_AM_99.2},TFCCTF{654005800_cansado_05.09.2023_05:54_AM_98.5}
0.9073,POLE_AND_LINE,MISS LIANE,338367084,USA,barnegat lighthouse,131.0,131.0,SAME,0.0004,8.8,8.1,2023-09-07T07:45:27.000Z,2023-09-07T15:49:03.000Z,2e5929f5f-f935-9b1b-7200-fc2dfad26cb7,TFCCTF{338367084_barnegat lighthouse_07.09.2023_03:49_PM_131.0},TFCCTF{338367084_barnegat lighthouse_07.09.2023_03:49_PM_131.0}
0.9014,TRAWLERS,MARIA GLORIA,701006341,ARG,mar del plata,212.2,210.4,DIFFER,0.0085,9.5,12.1,2023-08-31T22:46:12.000Z,2023-09-01T10:49:30.000Z,22ff4df68-8b03-446a-ad0e-c2fd833069a8,TFCCTF{701006341_mar del plata_01.09.2023_10:49_AM_210.4},TFCCTF{701006341_mar del plata_01.09.2023_10:49_AM_212.2}
0.8854,TRAWLERS,FISHER BANK,659275000,NAM,walvis bay,126.6,125.1,DIFFER,0.0112,9.8,7.0,2023-08-31T21:27:56.000Z,2023-09-01T04:27:43.000Z,e04691b47-73aa-3d8a-5261-b838d8bbba9a,TFCCTF{659275000_walvis bay_01.09.2023_04:27_AM_125.1},TFCCTF{659275000_walvis bay_01.09.2023_04:27_AM_126.6}
0.884,SET_LONGLINES,GLOBALPESCA III,725000667,CHL,stanley,421.5,424.2,DIFFER,0.0064,11.0,20.8,2023-08-31T18:53:26.000Z,2023-09-01T15:39:43.000Z,cb421ca09-9742-e449-7ec0-fa62956cf83f,TFCCTF{725000667_stanley_01.09.2023_03:39_PM_424.2},TFCCTF{725000667_stanley_01.09.2023_03:39_PM_421.5}
0.8807,FISHING,ZHE PU YU YUN 78530,412421381,CHN,ningbo,64.9,65.0,DIFFER,0.0008,8.6,4.1,2023-09-11T02:27:55.000Z,2023-09-11T06:31:53.000Z,f3f5ed3f4-412f-dd0f-c19b-bdc3473eadf0,TFCCTF{412421381_ningbo_11.09.2023_06:31_AM_65.0},TFCCTF{412421381_ningbo_11.09.2023_06:31_AM_64.9}
0.862,TRAWLERS,ARBUMASA X,701000720,ARG,puerto deseado,236.9,234.3,DIFFER,0.0106,9.2,13.8,2023-09-01T11:39:29.000Z,2023-09-02T01:30:06.000Z,57063c950-0272-9fea-9475-f0344f27438e,TFCCTF{701000720_puerto deseado_02.09.2023_01:30_AM_234.3},TFCCTF{701000720_puerto deseado_02.09.2023_01:30_AM_236.9}
0.8579,DRIFTING_LONGLINES,IMULA 1578 MTR,417157841,LKA,colombo,96.0,97.3,DIFFER,0.0142,10.0,5.2,2023-09-03T23:29:42.000Z,2023-09-04T04:39:58.000Z,92eccf072-28bb-2146-264f-85aae6381858,TFCCTF{417157841_colombo_04.09.2023_04:39_AM_97.3},TFCCTF{417157841_colombo_04.09.2023_04:39_AM_96.0}
0.8513,TRAWLERS,HUAFENG881,701152000,ARG,puerto madryn,159.1,158.3,DIFFER,0.0048,8.7,9.9,2023-09-02T22:27:04.000Z,2023-09-03T08:22:01.000Z,cdc06b30a-ac7e-25f4-0753-121dec2bc068,TFCCTF{701152000_puerto madryn_03.09.2023_08:22_AM_158.3},TFCCTF{701152000_puerto madryn_03.09.2023_08:22_AM_159.1}
0.8478,TRAWLERS,NANNY BESSIE,316023983,CAN,louisburg,143.7,145.9,DIFFER,0.015,9.8,7.9,2023-09-08T23:22:03.000Z,2023-09-09T07:16:07.000Z,712a8bb75-53b2-e3e1-0c39-4821d497e041,TFCCTF{316023983_louisburg_09.09.2023_07:16_AM_145.9},TFCCTF{316023983_louisburg_09.09.2023_07:16_AM_143.7}
0.839,SET_GILLNETS,11 TAE YANG,440088480,KOR,guryongpo,89.2,88.3,DIFFER,0.0102,9.0,5.4,2023-09-01T20:07:39.000Z,2023-09-02T01:30:11.000Z,1035ab55d-d83e-d503-1de4-12bd9a4a924e,TFCCTF{440088480_guryongpo_02.09.2023_01:30_AM_88.3},TFCCTF{440088480_guryongpo_02.09.2023_01:30_AM_89.2}
0.8349,FISHING,SUGANYU05593,412364758,CHN,sheyang,131.8,130.6,DIFFER,0.0096,8.9,8.0,2023-09-04T04:49:01.000Z,2023-09-04T12:50:33.000Z,181b283ea-a16e-3a7a-3534-e9e6f9623239,TFCCTF{412364758_sheyang_04.09.2023_12:50_PM_130.6},TFCCTF{412364758_sheyang_04.09.2023_12:50_PM_131.8}
0.8158,SQUID_JIGGER,HANYI 23,412549113,CHN,callao,476.2,478.4,DIFFER,0.0045,8.4,30.6,2023-09-02T18:26:27.000Z,2023-09-04T01:00:01.000Z,e8b27ea3d-d7ed-dfb6-7ae3-e2df408677e3,TFCCTF{412549113_callao_04.09.2023_01:00_AM_478.4},TFCCTF{412549113_callao_04.09.2023_01:00_AM_476.2}
0.815,DRIFTING_LONGLINES,IMULA 0793NBO,417079331,LKA,colombo,115.7,114.1,DIFFER,0.0136,11.0,5.7,2023-09-07T20:17:37.000Z,2023-09-08T01:59:19.000Z,1ba93b085-59eb-0dee-81b0-8d54e95f9da3,TFCCTF{417079331_colombo_08.09.2023_01:59_AM_114.1},TFCCTF{417079331_colombo_08.09.2023_01:59_AM_115.7}
0.8144,TRAWLERS,ARGENOVA 25,701006471,ARG,puerto deseado,195.3,194.1,DIFFER,0.0063,8.5,12.4,2023-09-02T03:12:45.000Z,2023-09-02T15:37:06.000Z,7651e8410-0fb1-0f16-2a14-0e22689c3452,TFCCTF{701006471_puerto deseado_02.09.2023_03:37_PM_194.1},TFCCTF{701006471_puerto deseado_02.09.2023_03:37_PM_195.3}
0.8135,TRAWLERS,YIH HORNG YU NO1,416000676,TWN,kaohsiung,78.0,78.7,DIFFER,0.0082,8.6,4.9,2023-09-26T02:01:10.000Z,2023-09-26T06:54:54.000Z,3ecf1bafd-d21d-70a5-1f8a-7ec18c172cfb,TFCCTF{416000676_kaohsiung_26.09.2023_06:54_AM_78.7},TFCCTF{416000676_kaohsiung_26.09.2023_06:54_AM_78.0}
0.8027,SET_GILLNETS,MIN GUK HO,440066620,KOR,guryongpo,98.2,96.8,DIFFER,0.0141,9.0,5.9,2023-09-29T03:08:36.000Z,2023-09-29T09:03:54.000Z,763b5eeb1-11ff-db92-2c25-2a312caa680d,TFCCTF{440066620_guryongpo_29.09.2023_09:03_AM_96.8},TFCCTF{440066620_guryongpo_29.09.2023_09:03_AM_98.2}
0.8,TRAWLERS,BLAENGUR,251063000,ISL,neskaupstadur,110.8,112.2,DIFFER,0.0119,11.2,5.3,2023-09-01T22:09:54.000Z,2023-09-02T03:29:14.000Z,0a99c941d-dfcc-be43-c589-e1070728b268,TFCCTF{251063000_neskaupstadur_02.09.2023_03:29_AM_112.2},TFCCTF{251063000_neskaupstadur_02.09.2023_03:29_AM_110.8}
0.7994,DRIFTING_LONGLINES,DUCA DEGLI ABRUZZI,247141170,ITA,porto pino,69.6,68.9,DIFFER,0.0092,8.6,4.4,2023-09-13T04:23:09.000Z,2023-09-13T08:46:06.000Z,b209d3486-64a6-9c36-251f-0e9d0d48031e,TFCCTF{247141170_porto pino_13.09.2023_08:46_AM_68.9},TFCCTF{247141170_porto pino_13.09.2023_08:46_AM_69.6}
0.7937,TRAWLERS,EHANGA BAY,659398000,NAM,walvis bay,167.9,164.7,DIFFER,0.0187,9.4,9.7,2023-09-03T15:53:46.000Z,2023-09-04T01:34:05.000Z,b8197090b-b53f-05ca-d890-9a8bfcd6af18,TFCCTF{659398000_walvis bay_04.09.2023_01:34_AM_164.7},TFCCTF{659398000_walvis bay_04.09.2023_01:34_AM_167.9}
0.7655,TRAWLERS,OTTERBANK,659285000,NAM,walvis bay,112.1,114.4,DIFFER,0.0206,9.2,6.6,2023-09-02T22:52:16.000Z,2023-09-03T05:25:33.000Z,0780dd65b-bdad-65a8-3006-6b8e38ae4e48,TFCCTF{659285000_walvis bay_03.09.2023_05:25_AM_114.4},TFCCTF{659285000_walvis bay_03.09.2023_05:25_AM_112.1}
0.764,TRAWLERS,TUNGA,659390000,NAM,walvis bay,128.1,130.7,DIFFER,0.0196,9.1,7.6,2023-09-28T18:11:37.000Z,2023-09-29T01:48:09.000Z,49ecc2adb-b099-af29-358e-f8faccbf3227,TFCCTF{659390000_walvis bay_29.09.2023_01:48_AM_130.7},TFCCTF{659390000_walvis bay_29.09.2023_01:48_AM_128.1}
0.7547,SET_LONGLINES,SHUNFA8HAO,412421198,CHN,ningbo,92.8,92.7,DIFFER,0.0017,7.9,6.3,2023-09-05T09:54:51.000Z,2023-09-05T16:13:27.000Z,c9f44f344-4d9e-06bc-e47a-d31d31586601,TFCCTF{412421198_ningbo_05.09.2023_04:13_PM_92.7},TFCCTF{412421198_ningbo_05.09.2023_04:13_PM_92.8}
0.753,OTHER_PURSE_SEINES,SOFIA FABIO,247306530,ITA,porto empedocle,73.4,74.2,DIFFER,0.0118,8.4,4.7,2023-09-08T23:14:47.000Z,2023-09-09T03:57:17.000Z,2f1425c80-0e43-4e49-56ae-7e5d60d12cc6,TFCCTF{247306530_porto empedocle_09.09.2023_03:57_AM_74.2},TFCCTF{247306530_porto empedocle_09.09.2023_03:57_AM_73.4}
0.7525,TRAWLERS,CAPE ROSEWAY,316005601,CAN,pubnico,139.4,140.4,DIFFER,0.0069,8.2,9.2,2023-09-01T01:02:58.000Z,2023-09-01T10:16:42.000Z,2b16003f8-8a10-d2f4-0e05-e55a423749a0,TFCCTF{316005601_pubnico_01.09.2023_10:16_AM_140.4},TFCCTF{316005601_pubnico_01.09.2023_10:16_AM_139.4}
0.7422,TRAWLERS,EXECUTIONER,316031783,CAN,st john's,283.2,282.3,DIFFER,0.0032,7.9,19.3,2023-09-24T18:00:21.000Z,2023-09-25T13:16:14.000Z,ee758e369-9482-9f54-0f6e-0f000204a974,TFCCTF{316031783_st john's_25.09.2023_01:16_PM_282.3},TFCCTF{316031783_st john's_25.09.2023_01:16_PM_283.2}
0.7371,OTHER_PURSE_SEINES,FV MAVERICK,512009866,NZL,bluff,76.0,77.6,DIFFER,0.021,8.9,4.6,2023-09-01T02:17:07.000Z,2023-09-01T06:52:05.000Z,0741fe3e1-1581-c3cf-9af7-a3380cf840c0,TFCCTF{512009866_bluff_01.09.2023_06:52_AM_77.6},TFCCTF{512009866_bluff_01.09.2023_06:52_AM_76.0}
0.7281,SET_LONGLINES,MINFUDINYULENG09999,412441376,CHN,shidao,89.1,87.8,DIFFER,0.0147,11.6,4.2,2023-09-11T03:52:07.000Z,2023-09-11T08:01:14.000Z,65af35a49-9ebd-f67b-046c-f5f8104d05eb,TFCCTF{412441376_shidao_11.09.2023_08:01_AM_87.8},TFCCTF{412441376_shidao_11.09.2023_08:01_AM_89.1}
0.7237,TUNA_PURSE_SEINES,JIN HUI 9,412371182,CHN,tarawa,93.3,92.3,DIFFER,0.0108,11.8,4.3,2023-08-31T22:56:39.000Z,2023-09-01T03:12:05.000Z,45f393d18-8067-88c8-b77e-b9892edb228f,TFCCTF{412371182_tarawa_01.09.2023_03:12_AM_92.3},TFCCTF{412371182_tarawa_01.09.2023_03:12_AM_93.3}
0.7233,DRIFTING_LONGLINES,VETYVER 8,660005800,REU,reunion,238.0,241.0,DIFFER,0.0124,8.2,15.6,2023-09-02T01:21:26.000Z,2023-09-02T16:56:24.000Z,be65ae9aa-abf8-c767-e418-ece7c3089b7e,TFCCTF{660005800_reunion_02.09.2023_04:56_PM_241.0},TFCCTF{660005800_reunion_02.09.2023_04:56_PM_238.0}
0.723,DRIFTING_LONGLINES,YUH CHANG N0:1,576753000,VUT,apia,184.7,188.5,DIFFER,0.0202,8.7,11.4,2023-09-01T04:14:17.000Z,2023-09-01T15:38:47.000Z,63d63584b-b3f7-d0a3-3d76-0bc8e1e75a59,TFCCTF{576753000_apia_01.09.2023_03:38_PM_188.5},TFCCTF{576753000_apia_01.09.2023_03:38_PM_184.7}
0.7225,TRAWLERS,ZOGI,659010000,NAM,walvis bay,115.2,114.9,DIFFER,0.0028,7.8,8.0,2023-09-01T22:42:24.000Z,2023-09-02T06:39:31.000Z,77842c62f-f065-a9b2-924c-ebc5f22056a4,TFCCTF{659010000_walvis bay_02.09.2023_06:39_AM_114.9},TFCCTF{659010000_walvis bay_02.09.2023_06:39_AM_115.2}
0.7103,FISHING,BALBAYA,645474000,MUS,port victoria,731.4,740.6,DIFFER,0.0124,8.2,48.4,2023-09-22T05:20:58.000Z,2023-09-24T05:42:01.000Z,cc12feb74-408c-4cc6-c4a0-fcfb97d53336,TFCCTF{645474000_port victoria_24.09.2023_05:42_AM_740.6},TFCCTF{645474000_port victoria_24.09.2023_05:42_AM_731.4}
0.71,TRAWLERS,RIO MAU,242328400,MAR,tangier,98.3,95.9,DIFFER,0.0245,11.0,4.8,2023-09-01T01:03:07.000Z,2023-09-01T05:52:52.000Z,73046821e-e329-fb9f-7278-69051e0d0783,TFCCTF{242328400_tangier_01.09.2023_05:52_AM_95.9},TFCCTF{242328400_tangier_01.09.2023_05:52_AM_98.3}
0.7054,FISHING,ZHE LIN YU 21339,412413235,CHN,shanghai,79.7,77.7,DIFFER,0.0249,9.0,4.8,2023-09-03T07:19:15.000Z,2023-09-03T12:06:03.000Z,f353874c4-4b4a-c3a4-bedc-788db5a3147f,TFCCTF{412413235_shanghai_03.09.2023_12:06_PM_77.7},TFCCTF{412413235_shanghai_03.09.2023_12:06_PM_79.7}
0.7019,SET_GILLNETS,F/V ALBATOR II,227512000,FRA,castletown bearhaven,119.5,120.2,DIFFER,0.0063,7.8,8.2,2023-09-01T14:30:13.000Z,2023-09-01T22:43:19.000Z,fef9bb426-69b2-9ea0-7c0e-bd90bf18012d,TFCCTF{227512000_castletown bearhaven_01.09.2023_10:43_PM_120.2},TFCCTF{227512000_castletown bearhaven_01.09.2023_10:43_PM_119.5}
0.699,SET_LONGLINES,OCEAN SNIPER,634156000,KEN,mombasa,153.0,152.3,DIFFER,0.0052,7.8,10.6,2023-09-16T12:05:37.000Z,2023-09-16T22:42:01.000Z,5387a0ae6-6cc8-74ca-ed45-e1cab8dbe0b8,TFCCTF{634156000_mombasa_16.09.2023_10:42_PM_152.3},TFCCTF{634156000_mombasa_16.09.2023_10:42_PM_153.0}
0.6951,TRAWLERS,FALKUR,231031000,FRO,toftir,100.0,97.4,DIFFER,0.0257,9.0,6.0,2023-09-03T21:35:01.000Z,2023-09-04T03:36:21.000Z,2878ed7b9-908a-4097-e2aa-26964ff8017e,TFCCTF{231031000_toftir_04.09.2023_03:36_AM_97.4},TFCCTF{231031000_toftir_04.09.2023_03:36_AM_100.0}
0.6852,SET_LONGLINES,SUNWARD,367440310,USA,st paul,368.8,370.2,DIFFER,0.0038,7.7,26.0,2023-09-08T16:15:10.000Z,2023-09-09T18:13:18.000Z,d92f1a60c-c480-0058-80b8-b1133969a647,TFCCTF{367440310_st paul_09.09.2023_06:13_PM_370.2},TFCCTF{367440310_st paul_09.09.2023_06:13_PM_368.8}
0.6767,FISHING,SHILLA HARVESTER,441807000,KOR,london,116.6,115.0,DIFFER,0.0139,8.0,7.8,2023-09-06T04:57:57.000Z,2023-09-06T12:48:04.000Z,44a773354-4f0b-a701-756a-b1ac61b1293d,TFCCTF{441807000_london_06.09.2023_12:48_PM_115.0},TFCCTF{441807000_london_06.09.2023_12:48_PM_116.6}
0.6762,TRAWLERS,JUAN ALVAREZ,701006059,ARG,puerto madryn,144.9,141.7,DIFFER,0.0219,8.5,9.2,2023-09-01T01:22:36.000Z,2023-09-01T10:35:57.000Z,45817e754-46d9-142a-6ea8-c773a002b2e8,TFCCTF{701006059_puerto madryn_01.09.2023_10:35_AM_141.7},TFCCTF{701006059_puerto madryn_01.09.2023_10:35_AM_144.9}
0.6756,SET_GILLNETS,CHUEN LIAN JYI NO.3,416006938,TWN,kaohsiung,127.2,126.9,DIFFER,0.0019,7.6,9.1,2023-09-11T11:04:42.000Z,2023-09-11T20:09:46.000Z,970735753-34f8-5a22-ec7d-2d5a1e3d6424,TFCCTF{416006938_kaohsiung_11.09.2023_08:09_PM_126.9},TFCCTF{416006938_kaohsiung_11.09.2023_08:09_PM_127.2}
0.6694,DRIFTING_LONGLINES,IMULA 0989 GLE,417098991,LKA,marissa,68.6,68.4,DIFFER,0.0025,7.5,4.9,2023-09-07T14:17:34.000Z,2023-09-07T19:11:53.000Z,7911b5c14-4815-a932-1ff3-b2a0eaba06eb,TFCCTF{417098991_marissa_07.09.2023_07:11_PM_68.4},TFCCTF{417098991_marissa_07.09.2023_07:11_PM_68.6}
0.6679,DRIFTING_LONGLINES,YUH YOW - A,200042058,,apia,276.0,275.7,DIFFER,0.0012,7.5,19.9,2023-09-23T00:23:45.000Z,2023-09-23T20:16:22.000Z,c10707ccd-df5a-71a6-4eee-21f321049b52,TFCCTF{200042058_apia_23.09.2023_08:16_PM_275.7},TFCCTF{200042058_apia_23.09.2023_08:16_PM_276.0}
0.6645,SET_LONGLINES,WATERSPORT,338140028,USA,wanchese,103.4,101.0,DIFFER,0.0232,8.5,6.6,2023-09-06T07:25:39.000Z,2023-09-06T14:00:39.000Z,fe2bd4b23-39cd-4c01-2a01-92b3762f3672,TFCCTF{338140028_wanchese_06.09.2023_02:00_PM_101.0},TFCCTF{338140028_wanchese_06.09.2023_02:00_PM_103.4}
0.663,TRAWLERS,KAPITAN BOGOMOLOV,273528800,RUS,dakhla,144.9,149.8,DIFFER,0.0324,10.6,7.4,2023-09-01T04:11:31.000Z,2023-09-01T11:35:55.000Z,57871468a-a994-35af-afb7-b9a23d9ed3aa,TFCCTF{273528800_dakhla_01.09.2023_11:35_AM_149.8},TFCCTF{273528800_dakhla_01.09.2023_11:35_AM_144.9}
0.6628,TRAWLERS,ARGENOVA IX,701000949,ARG,puerto deseado,236.3,234.0,DIFFER,0.0096,7.8,16.4,2023-09-02T11:02:30.000Z,2023-09-03T03:27:42.000Z,3fae377de-eae4-560c-1b54-973d59034c93,TFCCTF{701000949_puerto deseado_03.09.2023_03:27_AM_234.0},TFCCTF{701000949_puerto deseado_03.09.2023_03:27_AM_236.3}
0.6606,POLE_AND_LINE,SHAKE N BAKE,337660110,,ruby island,79.4,81.6,DIFFER,0.0271,8.7,4.9,2023-09-01T15:22:41.000Z,2023-09-01T20:16:44.000Z,665c2be7a-af03-35c2-26f6-482f545c3311,TFCCTF{337660110_ruby island_01.09.2023_08:16_PM_81.6},TFCCTF{337660110_ruby island_01.09.2023_08:16_PM_79.4}
0.6421,TUNA_PURSE_SEINES,AZTECA 5,345080027,MEX,mazatlan,181.4,175.5,DIFFER,0.0328,9.2,10.7,2023-09-12T01:44:51.000Z,2023-09-12T12:27:04.000Z,4ba085a4a-ae59-e463-46bc-1df10ff27aca,TFCCTF{345080027_mazatlan_12.09.2023_12:27_PM_175.5},TFCCTF{345080027_mazatlan_12.09.2023_12:27_PM_181.4}
0.6365,POLE_AND_LINE,TOKUEIMARU NO.17,431410000,JPN,kesennuma,562.4,542.8,DIFFER,0.0348,9.4,32.4,2023-09-04T08:45:19.000Z,2023-09-05T17:07:41.000Z,d194ecbab-bd7c-ea1c-6cb9-0d9875939595,TFCCTF{431410000_kesennuma_05.09.2023_05:07_PM_542.8},TFCCTF{431410000_kesennuma_05.09.2023_05:07_PM_562.4}
0.634,DRIFTING_LONGLINES,TAI XIANG 7,412326861,CHN,port louis,879.6,860.8,DIFFER,0.0214,8.1,58.3,2023-08-31T13:48:01.000Z,2023-09-03T00:07:08.000Z,8af452da7-7bbb-5c57-4b4c-cd5fa78157a9,TFCCTF{412326861_port louis_03.09.2023_12:07_AM_860.8},TFCCTF{412326861_port louis_03.09.2023_12:07_AM_879.6}
0.6288,TRAWLERS,HARVEST SELINA,601224000,ZAF,saldanha bay,76.8,78.7,DIFFER,0.0244,8.3,5.0,2023-09-02T02:46:12.000Z,2023-09-02T07:46:41.000Z,7db8ab43d-d64a-647f-e8af-5acf92f6a557,TFCCTF{601224000_saldanha bay_02.09.2023_07:46_AM_78.7},TFCCTF{601224000_saldanha bay_02.09.2023_07:46_AM_76.8}
0.6246,DRIFTING_LONGLINES,SHENG YU FENG,416001852,TWN,zhongyun,117.8,116.6,DIFFER,0.0103,7.6,8.4,2023-09-07T04:31:25.000Z,2023-09-07T12:54:03.000Z,86e44b4df-fc85-c3ff-77e2-eeb18aca0d14,TFCCTF{416001852_zhongyun_07.09.2023_12:54_PM_116.6},TFCCTF{416001852_zhongyun_07.09.2023_12:54_PM_117.8}
0.6156,DRIFTING_LONGLINES,ZAO FU CHANG,416664500,TWN,donggang,257.6,248.0,DIFFER,0.0375,10.5,13.3,2023-09-27T14:46:12.000Z,2023-09-28T04:02:33.000Z,1aa3fe18c-ce14-aff9-560d-6333ca2e622b,TFCCTF{416664500_donggang_28.09.2023_04:02_AM_248.0},TFCCTF{416664500_donggang_28.09.2023_04:02_AM_257.6}
0.6155,PURSE_SEINES,TUNA BOAD AZROU-1,242963000,MAR,dakhla,180.2,177.6,DIFFER,0.014,7.7,12.7,2023-09-01T23:28:33.000Z,2023-09-02T12:07:52.000Z,a0de30e8e-e6b9-efe1-4781-ec9a22b4e1bb,TFCCTF{242963000_dakhla_02.09.2023_12:07_PM_177.6},TFCCTF{242963000_dakhla_02.09.2023_12:07_PM_180.2}
0.6151,FISHING,SHUN ZE 777,412421179,CHN,callao,555.8,574.0,DIFFER,0.0317,8.7,34.5,2023-09-23T00:29:01.000Z,2023-09-24T10:56:47.000Z,70ffcc415-5344-9a30-c2ca-3b58d7ac46c8,TFCCTF{412421179_callao_24.09.2023_10:56_AM_574.0},TFCCTF{412421179_callao_24.09.2023_10:56_AM_555.8}
0.6112,DRIFTING_LONGLINES,LAGOAL,263404870,PRT,peniche,76.0,73.1,DIFFER,0.0381,9.5,4.3,2023-09-01T20:37:26.000Z,2023-09-02T00:55:35.000Z,ee2c48923-3313-dea1-b967-9212d391a395,TFCCTF{263404870_peniche_02.09.2023_12:55_AM_73.1},TFCCTF{263404870_peniche_02.09.2023_12:55_AM_76.0}
0.6094,SET_LONGLINES,MINXIAYU09729,412445046,CHN,ningbo,94.9,92.7,DIFFER,0.0235,8.1,6.3,2023-09-05T09:54:33.000Z,2023-09-05T16:14:23.000Z,424dd630a-a358-ec7f-de55-0978ae97542f,TFCCTF{412445046_ningbo_05.09.2023_04:14_PM_92.7},TFCCTF{412445046_ningbo_05.09.2023_04:14_PM_94.9}
0.6094,TRAWLERS,DON GAETANO,701030000,ARG,mar del plata,212.6,213.4,DIFFER,0.0037,7.3,15.7,2023-09-01T20:45:03.000Z,2023-09-02T12:29:19.000Z,a1ac1212d-d59b-d352-b4a0-048f0b0b72e6,TFCCTF{701030000_mar del plata_02.09.2023_12:29_PM_213.4},TFCCTF{701030000_mar del plata_02.09.2023_12:29_PM_212.6}
0.6083,TRAWLERS,TRONDUR I GOETU,231036000,FRO,fuglafjordur,270.6,262.4,DIFFER,0.0303,8.5,17.1,2023-09-03T00:55:15.000Z,2023-09-03T18:03:14.000Z,88d8a1194-44e0-9406-0095-756b9c0269b0,TFCCTF{231036000_fuglafjordur_03.09.2023_06:03_PM_262.4},TFCCTF{231036000_fuglafjordur_03.09.2023_06:03_PM_270.6}
0.6073,SET_GILLNETS,SHINSEI MARU,431006207,JPN,fukui,60.2,61.0,DIFFER,0.0141,7.6,4.2,2023-09-02T09:25:55.000Z,2023-09-02T13:40:55.000Z,f6ba2481a-a265-bd19-7d0a-4991c9ac0c7b,TFCCTF{431006207_fukui_02.09.2023_01:40_PM_61.0},TFCCTF{431006207_fukui_02.09.2023_01:40_PM_60.2}
0.6073,FISHING,ZHEPUYU61666,412421778,CHN,ningbo,101.5,103.8,DIFFER,0.0222,8.0,6.8,2023-09-05T09:07:29.000Z,2023-09-05T15:58:13.000Z,3d7f61a2d-db4d-8bd1-9483-549b6a78554c,TFCCTF{412421778_ningbo_05.09.2023_03:58_PM_103.8},TFCCTF{412421778_ningbo_05.09.2023_03:58_PM_101.5}
0.607,SQUID_JIGGER,JING YUAN 608,412320029,CHN,callao,719.3,691.7,DIFFER,0.0384,9.5,40.8,2023-09-07T18:11:56.000Z,2023-09-09T11:00:13.000Z,1a900c7cc-c81a-f295-4db5-32b67a0cb04f,TFCCTF{412320029_callao_09.09.2023_11:00_AM_691.7},TFCCTF{412320029_callao_09.09.2023_11:00_AM_719.3}
0.6063,POLE_AND_LINE,OLD RELIABLE,368224120,USA,quepos,272.7,262.0,DIFFER,0.0392,9.8,15.0,2023-08-31T22:40:19.000Z,2023-09-01T13:42:23.000Z,5d729b054-41ae-35f0-4fd5-72d90705698a,TFCCTF{368224120_quepos_01.09.2023_01:42_PM_262.0},TFCCTF{368224120_quepos_01.09.2023_01:42_PM_272.7}
