score,story,tail_score,name,tail,tail_why,mmsi,flag,geartype,dep_port,n_pv,prior_30d,n_fish,gap_h,kn,km_calc,km_gfw,dkm,exact1dp,fish_start,src,vid,flag_calc,flag_gfw
0.0011,0.0028,0.4,NF TUNA PEAK NO 1,K NO 1,"wide glyph at index 1-2, digits in tail",645659000,MUS,DRIFTING_LONGLINES,PORT LOUIS,2,1,8,68.06,7.62,960.8,897.1,63.7,no,2023-09-07T09:39:04,longline-slice,ab820ac53-3e49-7e7f-56f1-f870f7c9c22f,TFCCTF{645659000_port louis_07.09.2023_09:39_AM_960.8},TFCCTF{645659000_port louis_07.09.2023_09:39_AM_897.1}
0.0011,0.0134,0.08,MIN ZHAO YU 60828, 60828,"no wide glyph, digits in tail",412447569,CHN,FISHING,NANPENGLIE ISLAND,12,3,16,4.38,6.29,51.0,47.2,3.8,no,2023-09-08T11:59:22,agent8-fill,fb7313cdc-c45c-a95a-b7d5-cc8099ddb26d,TFCCTF{412447569_nanpenglie island_08.09.2023_11:59_AM_51.0},TFCCTF{412447569_nanpenglie island_08.09.2023_11:59_AM_47.2}
0.001,0.0127,0.08,CARMELLE 6,ELLE 6,"no wide glyph, digits in tail",316005460,CAN,TRAWLERS,PUBNICO,19,2,69,11.12,7.04,145.1,140.5,4.6,no,2023-09-02T11:54:14,trawler-slice,dd3c946d6-64ed-5f36-41bb-35d86bc897da,TFCCTF{316005460_pubnico_02.09.2023_11:54_AM_145.1},TFCCTF{316005460_pubnico_02.09.2023_11:54_AM_140.5}
0.001,0.0041,0.248,GRANT,GRANT,"wide glyph, wrong index, too short to be cut",368025680,USA,SET_LONGLINES,DUTCH HARBOR,25,4,123,20.04,6.22,231.0,224.7,6.3,no,2023-09-04T16:24:13,agent8-fill,f65097179-94cc-f101-42ab-7676f2449595,TFCCTF{368025680_dutch harbor_04.09.2023_04:24_PM_231.0},TFCCTF{368025680_dutch harbor_04.09.2023_04:24_PM_224.7}
0.001,0.0264,0.036,123,123,"no wide glyph, digits in tail, too short to be cut",419999968,IND,TRAWLERS,YANGJIANG,3,1,51,15.89,6.23,183.2,167.5,15.7,no,2023-09-05T08:01:16,trawler-slice,1bb64096a-a8f9-52ee-581e-4327b44a786f,TFCCTF{419999968_yangjiang_05.09.2023_08:01_AM_183.2},TFCCTF{419999968_yangjiang_05.09.2023_08:01_AM_167.5}
0.001,0.0026,0.4,207EOJIN,7EOJIN,"wide glyph at index 1-2, digits in tail",440706440,KOR,FISHING,SEOGWIPO,9,7,64,7.38,9.04,123.6,136.9,13.3,no,2023-09-04T07:43:18,longline-slice,68feecda7-7503-4d76-c0c0-67535549ba1f,TFCCTF{440706440_seogwipo_04.09.2023_07:43_AM_123.6},TFCCTF{440706440_seogwipo_04.09.2023_07:43_AM_136.9}
0.0009,0.0047,0.2,BALBAYA,ALBAYA,no wide glyph,645474000,MUS,FISHING,PORT VICTORIA,4,4,11,48.35,8.17,731.4,740.6,9.2,no,2023-09-24T05:42:01,longline-slice,cc12feb74-408c-4cc6-c4a0-fcfb97d53336,TFCCTF{645474000_port victoria_24.09.2023_05:42_AM_731.4},TFCCTF{645474000_port victoria_24.09.2023_05:42_AM_740.6}
0.0009,0.0238,0.036,40038,40038,"no wide glyph, digits in tail, too short to be cut",250400442,IRL,TRAWLERS,ZHUHAI,8,2,55,5.4,11.07,110.8,115.1,4.3,no,2023-09-04T11:41:26,trawler-slice,dfd3507ab-b1af-cd03-653f-9dadb7026885,TFCCTF{250400442_zhuhai_04.09.2023_11:41_AM_110.8},TFCCTF{250400442_zhuhai_04.09.2023_11:41_AM_115.1}
0.0009,0.0009,1.0,ROBIN II,BIN II,wide glyph at index 1-2,367507280,USA,DRIFTING_LONGLINES,HONOLULU,5,3,62,67.55,7.56,946.4,898.8,47.6,no,2023-09-05T16:17:25,longline-slice,bc5d1bf9f-fc74-750f-5651-58b9f5d700a5,TFCCTF{367507280_honolulu_05.09.2023_04:17_PM_946.4},TFCCTF{367507280_honolulu_05.09.2023_04:17_PM_898.8}
0.0009,0.0256,0.036,139,139,"no wide glyph, digits in tail, too short to be cut",520000000,FJI,INCONCLUSIVE,SUVA,3,0,110,37.82,7.86,550.2,519.2,31.0,no,2023-09-02T20:13:39,agent8-fill,be84d71a1-1ebd-1ae4-a2ff-929a670816ae,TFCCTF{520000000_suva_02.09.2023_08:13_PM_550.2},TFCCTF{520000000_suva_02.09.2023_08:13_PM_519.2}
0.0009,0.0037,0.248,DAWN,DAWN,"wide glyph, wrong index, too short to be cut",367181980,USA,TRAWLERS,KODIAK,56,4,77,4.45,6.06,49.9,47.3,2.6,no,2023-09-05T23:13:04,trawler-slice,4626ffaf7-70cd-ecb6-eb1c-1bcb0fed8bb6,TFCCTF{367181980_kodiak_05.09.2023_11:13_PM_49.9},TFCCTF{367181980_kodiak_05.09.2023_11:13_PM_47.3}
0.0009,0.0043,0.2,BOSTON WAYFARER,YFARER,no wide glyph,659225000,NAM,FISHING,WALVIS BAY,9,5,89,16.45,6.28,191.4,180.3,11.1,no,2023-09-01T05:51:44,longline-slice,525d66e7e-ef7e-6ecf-56f6-7691b85b26eb,TFCCTF{659225000_walvis bay_01.09.2023_05:51_AM_191.4},TFCCTF{659225000_walvis bay_01.09.2023_05:51_AM_180.3}
0.0009,0.0009,1.0,AGUAS SANTAS,SANTAS,wide glyph at index 1-2,204226000,PRT,SET_LONGLINES,VIGO,6,3,32,65.09,6.02,726.0,682.2,43.8,no,2023-09-15T11:20:33,longline-slice,7d5185da7-7584-6b0f-cc58-e5710f1400c2,TFCCTF{204226000_vigo_15.09.2023_11:20_AM_726.0},TFCCTF{204226000_vigo_15.09.2023_11:20_AM_682.2}
0.0009,0.004,0.22,ZHEYUYU32889,U32889,"wide glyph, wrong index, digits in tail",412415384,CHN,FISHING,NINGBO,4,4,32,22.72,7.15,301.0,276.5,24.5,no,2023-09-05T06:15:35,longline-slice,0470383f5-5486-f7f1-2deb-a34dd75265c3,TFCCTF{412415384_ningbo_05.09.2023_06:15_AM_301.0},TFCCTF{412415384_ningbo_05.09.2023_06:15_AM_276.5}
0.0009,0.0039,0.22,ZHEDAIYU15298,U15298,"wide glyph, wrong index, digits in tail",412427051,CHN,FISHING,SHANGHAI,7,6,49,7.93,8.45,124.2,112.4,11.8,no,2023-09-03T16:50:58,longline-slice,3cf788089-920d-c436-737f-e5650544c32b,TFCCTF{412427051_shanghai_03.09.2023_04:50_PM_124.2},TFCCTF{412427051_shanghai_03.09.2023_04:50_PM_112.4}
0.0008,0.0034,0.248,ALBIUS,ALBIUS,"wide glyph, wrong index, too short to be cut",635218000,ATF,SET_LONGLINES,REUNION,3,3,222,37.95,12.04,845.9,819.3,26.6,no,2023-09-26T23:24:26,longline-slice,51fca1838-85e5-2bc0-dc47-2c07ae9fd186,TFCCTF{635218000_reunion_26.09.2023_11:24_PM_845.9},TFCCTF{635218000_reunion_26.09.2023_11:24_PM_819.3}
0.0008,0.0014,0.55,CHANNA SEA,NA SEA,"wide glyph, wrong index",368147390,USA,SET_LONGLINES,NEWPORT,37,33,14,4.58,6.58,55.8,55.9,0.1,no,2023-09-16T06:26:29,longline-slice,8b2404373-3a0b-a73f-e678-a226a88e1201,TFCCTF{368147390_newport_16.09.2023_06:26_AM_55.8},TFCCTF{368147390_newport_16.09.2023_06:26_AM_55.9}
0.0008,0.0015,0.55,HM74 OESTERSTRAND,STRAND,"wide glyph, wrong index",219787000,DNK,TRAWLERS,HANSTHOLM,38,13,49,4.17,7.23,55.8,58.7,2.9,no,2023-09-04T01:45:07,trawler-slice,b3cae7c74-475b-ec46-b2d3-6c478cd6a436,TFCCTF{219787000_hanstholm_04.09.2023_01:45_AM_55.8},TFCCTF{219787000_hanstholm_04.09.2023_01:45_AM_58.7}
0.0008,0.0019,0.4,CHUANN CHUANN NO9527,NO9527,"wide glyph at index 1-2, digits in tail",416004289,TWN,FIXED_GEAR,SHEN AO,45,4,97,14.65,6.66,180.7,171.6,9.1,no,2023-09-06T07:22:23,agent8-fill,b4a82a2c6-6200-91fd-ac76-7faef7bb47fb,TFCCTF{416004289_shen ao_06.09.2023_07:22_AM_180.7},TFCCTF{416004289_shen ao_06.09.2023_07:22_AM_171.6}
0.0008,0.0092,0.09,KAPA,KAPA,"no wide glyph, too short to be cut",273291820,RUS,TRAWLERS,MURMANSK,12,1,14,21.76,8.23,331.7,308.4,23.3,no,2023-09-16T22:00:45,trawler-slice,5bdd133ca-a1a2-d1a4-bf38-bcdacc1c85b7,TFCCTF{273291820_murmansk_16.09.2023_10:00_PM_331.7},TFCCTF{273291820_murmansk_16.09.2023_10:00_PM_308.4}
0.0008,0.0094,0.08,MRTK-1129,K-1129,"no wide glyph, digits in tail",273454540,RUS,TRAWLERS,MURMANSK,12,1,18,19.55,8.54,309.0,286.3,22.7,no,2023-09-09T04:12:06,trawler-slice,4772a67b7-74de-85a2-ab87-2ec342fa9274,TFCCTF{273454540_murmansk_09.09.2023_04:12_AM_309.0},TFCCTF{273454540_murmansk_09.09.2023_04:12_AM_286.3}
0.0008,0.0019,0.4,ALLOTF 3,LOTF 3,"wide glyph at index 1-2, digits in tail",242926000,MAR,TRAWLERS,DAKHLA,22,8,52,9.55,7.24,128.0,119.9,8.1,no,2023-09-01T08:17:24,trawler-slice,2d2b10537-74da-cea1-0475-b5ce56a336a2,TFCCTF{242926000_dakhla_01.09.2023_08:17_AM_128.0},TFCCTF{242926000_dakhla_01.09.2023_08:17_AM_119.9}
0.0008,0.0094,0.08,GUI HE YU 82866, 82866,"no wide glyph, digits in tail",412501087,CHN,TRAWLERS,YANGJIANG,12,3,62,7.91,6.44,94.3,88.0,6.3,no,2023-09-04T16:33:16,trawler-slice,3616f04c7-774c-d9bd-b0c4-7a88feaad45e,TFCCTF{412501087_yangjiang_04.09.2023_04:33_PM_94.3},TFCCTF{412501087_yangjiang_04.09.2023_04:33_PM_88.0}
0.0008,0.0035,0.22,ZHEYUYU32881,U32881,"wide glyph, wrong index, digits in tail",412415598,CHN,FISHING,NINGBO,5,4,83,21.61,7.56,302.5,276.9,25.6,no,2023-09-05T05:04:57,longline-slice,6a65ccc58-89b8-ef70-9bd2-322cc5add11b,TFCCTF{412415598_ningbo_05.09.2023_05:04_AM_302.5},TFCCTF{412415598_ningbo_05.09.2023_05:04_AM_276.9}
0.0008,0.0014,0.55,KEVIN MORGANE,ORGANE,"wide glyph, wrong index",660006300,REU,DRIFTING_LONGLINES,REUNION,15,9,125,10.6,7.59,149.1,163.4,14.3,no,2023-09-01T17:16:50,longline-slice,8a1db7687-7134-12e7-bada-e8908e06769c,TFCCTF{660006300_reunion_01.09.2023_05:16_PM_149.1},TFCCTF{660006300_reunion_01.09.2023_05:16_PM_163.4}
0.0008,0.0037,0.22,LIAOYINGYUYUN36009,N36009,"wide glyph, wrong index, digits in tail",412213957,CHN,FISHING,SHIDAO,7,5,13,12.73,7.25,171.0,155.3,15.7,no,2023-09-22T02:40:41,longline-slice,e0d181c6f-f581-5da9-e004-a5afb2e28ca2,TFCCTF{412213957_shidao_22.09.2023_02:40_AM_171.0},TFCCTF{412213957_shidao_22.09.2023_02:40_AM_155.3}
0.0008,0.0019,0.4,SHANG WEI NO:168,NO:168,"wide glyph at index 1-2, digits in tail",416003782,TWN,SET_LONGLINES,KEELUNG,19,6,13,11.06,6.39,130.8,118.0,12.8,no,2023-09-07T11:58:40,longline-slice,4c88c78a8-8d68-39e0-71ee-03fc3b9bc65f,TFCCTF{416003782_keelung_07.09.2023_11:58_AM_130.8},TFCCTF{416003782_keelung_07.09.2023_11:58_AM_118.0}
0.0007,0.003,0.248,LAGOAL,LAGOAL,"wide glyph, wrong index, too short to be cut",263404870,PRT,DRIFTING_LONGLINES,PENICHE,18,12,30,4.3,9.54,76.0,73.1,2.9,no,2023-09-02T00:55:35,longline-slice,ee2c48923-3313-dea1-b967-9212d391a395,TFCCTF{263404870_peniche_02.09.2023_12:55_AM_76.0},TFCCTF{263404870_peniche_02.09.2023_12:55_AM_73.1}
0.0007,0.0034,0.22,NEPTUNE NO2,NE NO2,"wide glyph, wrong index, digits in tail",645656000,MUS,DRIFTING_LONGLINES,PORT LOUIS,3,2,96,60.21,7.09,790.7,765.1,25.6,no,2023-09-15T23:23:07,longline-slice,65297c24d-d298-9410-058b-5f3dbf5a9e78,TFCCTF{645656000_port louis_15.09.2023_11:23_PM_790.7},TFCCTF{645656000_port louis_15.09.2023_11:23_PM_765.1}
0.0007,0.0018,0.4,AN WEN FA NO.8,A NO.8,"wide glyph at index 1-2, digits in tail",416003301,TWN,DRIFTING_LONGLINES,KEELUNG,14,9,85,12.68,7.23,169.7,158.6,11.1,no,2023-09-05T11:15:50,longline-slice,b12dbfef6-62ff-1651-126b-e79ae47e02fe,TFCCTF{416003301_keelung_05.09.2023_11:15_AM_169.7},TFCCTF{416003301_keelung_05.09.2023_11:15_AM_158.6}
0.0007,0.0017,0.4,ZHEN FA NO.21, NO.21,"wide glyph at index 1-2, digits in tail",416002887,TWN,DRIFTING_LONGLINES,KEELUNG,30,5,100,12.83,6.67,158.5,146.5,12.0,no,2023-09-08T15:05:29,longline-slice,208e65b9f-f347-b531-f1f3-3334693894bb,TFCCTF{416002887_keelung_08.09.2023_03:05_PM_158.5},TFCCTF{416002887_keelung_08.09.2023_03:05_PM_146.5}
0.0007,0.0182,0.036,25258,25258,"no wide glyph, digits in tail, too short to be cut",412213422,CHN,SET_LONGLINES,LONGYAN,5,2,9,7.9,6.96,101.8,93.3,8.5,no,2023-09-26T19:44:36,longline-slice,884800e88-85c7-d2aa-08a5-e1a983858ada,TFCCTF{412213422_longyan_26.09.2023_07:44_PM_101.8},TFCCTF{412213422_longyan_26.09.2023_07:44_PM_93.3}
0.0007,0.0013,0.55,XIN FA HAO,FA HAO,"wide glyph, wrong index",416000727,TWN,DRIFTING_LONGLINES,SHEN AO,37,5,64,14.22,6.23,163.9,151.2,12.7,no,2023-09-06T13:08:06,longline-slice,a84ec470e-e946-b3ba-7eda-263499af2351,TFCCTF{416000727_shen ao_06.09.2023_01:08_PM_163.9},TFCCTF{416000727_shen ao_06.09.2023_01:08_PM_151.2}
0.0007,0.0007,1.0,ST JOHN II,OHN II,wide glyph at index 1-2,368256750,USA,SET_LONGLINES,SEWARD ANCHORAGE,20,13,127,11.77,6.95,151.4,136.5,14.9,no,2023-09-04T16:55:43,longline-slice,5a7ad0ee1-1c72-079a-fb30-69a88ed554e6,TFCCTF{368256750_seward anchorage_04.09.2023_04:55_PM_151.4},TFCCTF{368256750_seward anchorage_04.09.2023_04:55_PM_136.5}
0.0006,0.0011,0.55,NOVO MILENIO,ILENIO,"wide glyph, wrong index",263500321,PRT,SET_LONGLINES,PENICHE,33,23,75,4.89,8.23,74.5,72.2,2.3,no,2023-09-01T03:04:03,longline-slice,94653c0f1-17e5-291a-fb65-465e6d346c36,TFCCTF{263500321_peniche_01.09.2023_03:04_AM_74.5},TFCCTF{263500321_peniche_01.09.2023_03:04_AM_72.2}
0.0006,0.0006,1.0,NO MERCY, MERCY,wide glyph at index 1-2,338421038,USA,FISHING,HARWICH PORT,24,14,1,16.28,9.17,276.4,260.3,16.1,no,2023-09-08T17:11:07,longline-slice,617ebc8fe-e04c-18d2-766b-2dac8ae26193,TFCCTF{338421038_harwich port_08.09.2023_05:11_PM_276.4},TFCCTF{338421038_harwich port_08.09.2023_05:11_PM_260.3}
0.0006,0.0011,0.55,OS CASTRO,CASTRO,"wide glyph, wrong index",224095620,ESP,SET_LONGLINES,CEDEIRA,38,25,67,6.07,6.12,68.8,67.2,1.6,no,2023-09-01T04:50:08,longline-slice,c30c428cb-b7dc-680c-5df8-e9f920e1d133,TFCCTF{224095620_cedeira_01.09.2023_04:50_AM_68.8},TFCCTF{224095620_cedeira_01.09.2023_04:50_AM_67.2}
0.0006,0.0026,0.22,ZHEDAIYUYUN01589,N01589,"wide glyph, wrong index, digits in tail",412427062,CHN,FISHING,NINGBO,16,4,31,16.81,7.91,246.2,229.7,16.5,no,2023-09-04T10:24:09,longline-slice,e679bdfd5-5f4f-9527-21f6-22d140b56f9a,TFCCTF{412427062_ningbo_04.09.2023_10:24_AM_246.2},TFCCTF{412427062_ningbo_04.09.2023_10:24_AM_229.7}
0.0006,0.003,0.2,LADY OF THE SEA II,SEA II,no wide glyph,367705430,USA,SET_LONGLINES,HONOLULU,8,5,48,26.5,6.57,322.2,305.9,16.3,no,2023-09-03T21:18:20,longline-slice,1d30c7932-2cb1-0f87-02d5-a9b09128d381,TFCCTF{367705430_honolulu_03.09.2023_09:18_PM_322.2},TFCCTF{367705430_honolulu_03.09.2023_09:18_PM_305.9}
0.0006,0.001,0.55,FISH YUA MAN,UA MAN,"wide glyph, wrong index",416001733,TWN,DRIFTING_LONGLINES,DONGGANG,18,13,54,18.6,6.26,215.5,204.4,11.1,no,2023-09-06T23:28:54,longline-slice,264d3afc1-1748-d839-b90e-2a3e07a52924,TFCCTF{416001733_donggang_06.09.2023_11:28_PM_215.5},TFCCTF{416001733_donggang_06.09.2023_11:28_PM_204.4}
0.0006,0.0011,0.55,ASSAADI,SSAADI,"wide glyph, wrong index",242191100,MAR,TRAWLERS,DAKHLA,40,7,175,6.73,10.2,127.1,116.9,10.2,no,2023-09-01T05:01:25,trawler-slice,2ccb0e4a5-51d0-150f-24aa-66c0c789136b,TFCCTF{242191100_dakhla_01.09.2023_05:01_AM_127.1},TFCCTF{242191100_dakhla_01.09.2023_05:01_AM_116.9}
0.0006,0.0014,0.4,SHIN MINGSHIUNG NO16,G NO16,"wide glyph at index 1-2, digits in tail",416004164,TWN,SET_LONGLINES,KEELUNG,33,5,109,12.72,6.81,160.6,147.6,13.0,no,2023-09-06T12:43:44,longline-slice,051021f3b-b3e0-4b09-00e7-8dbeff97f6c2,TFCCTF{416004164_keelung_06.09.2023_12:43_PM_160.6},TFCCTF{416004164_keelung_06.09.2023_12:43_PM_147.6}
0.0006,0.001,0.55,PACIFIC VIKING,VIKING,"wide glyph, wrong index",303428000,USA,TRAWLERS,AKUTAN,61,8,49,4.87,7.68,69.3,63.1,6.2,no,2023-09-02T07:41:31,trawler-slice,4c49f018d-dd77-5ba8-678d-fd6fa4134af9,TFCCTF{303428000_akutan_02.09.2023_07:41_AM_69.3},TFCCTF{303428000_akutan_02.09.2023_07:41_AM_63.1}
0.0006,0.0028,0.22,BEITIR NK-123,NK-123,"wide glyph, wrong index, digits in tail",251407000,ISL,TRAWLERS,NESKAUPSTADUR,27,4,62,4.14,12.53,96.2,86.8,9.4,no,2023-09-06T00:41:27,trawler-slice,506ac165c-c19c-1d64-d9b2-9c52bd92c088,TFCCTF{251407000_neskaupstadur_06.09.2023_12:41_AM_96.2},TFCCTF{251407000_neskaupstadur_06.09.2023_12:41_AM_86.8}
0.0005,0.0009,0.55,SHAKE N BAKE,N BAKE,"wide glyph, wrong index",337660110,,POLE_AND_LINE,RUBY ISLAND,54,18,17,4.9,8.74,79.4,81.6,2.2,no,2023-09-01T20:16:44,agent8-fill,665c2be7a-af03-35c2-26f6-482f545c3311,TFCCTF{337660110_ruby island_01.09.2023_08:16_PM_79.4},TFCCTF{337660110_ruby island_01.09.2023_08:16_PM_81.6}
0.0005,0.0012,0.4,TUNA BOAD AZROU-1,ZROU-1,"wide glyph at index 1-2, digits in tail",242963000,MAR,PURSE_SEINES,DAKHLA,42,16,81,12.66,7.69,180.2,177.6,2.6,no,2023-09-02T12:07:52,agent8-fill,a0de30e8e-e6b9-efe1-4781-ec9a22b4e1bb,TFCCTF{242963000_dakhla_02.09.2023_12:07_PM_180.2},TFCCTF{242963000_dakhla_02.09.2023_12:07_PM_177.6}
0.0005,0.0065,0.08,YUE HUI LAI YU 22272, 22272,"no wide glyph, digits in tail",412422272,CHN,FISHING,JINGHAI,13,6,6,4.19,11.47,88.9,85.2,3.7,no,2023-09-09T18:53:14,longline-slice,658eb3696-64a6-9ef3-c41b-91719b57db49,TFCCTF{412422272_jinghai_09.09.2023_06:53_PM_88.9},TFCCTF{412422272_jinghai_09.09.2023_06:53_PM_85.2}
0.0005,0.0061,0.09,ALETTA,ALETTA,"no wide glyph, too short to be cut",251499440,ISL,FIXED_GEAR,SUDUREYRI,23,4,16,5.05,8.84,82.6,78.7,3.9,no,2023-09-14T00:09:41,agent8-fill,4a15bd49f-f930-cf0e-785e-cdaec4ff8048,TFCCTF{251499440_sudureyri_14.09.2023_12:09_AM_82.6},TFCCTF{251499440_sudureyri_14.09.2023_12:09_AM_78.7}
0.0005,0.0026,0.2,F/V KATIA, KATIA,no wide glyph,503080840,AUS,FISHING,EDEN,16,13,61,17.38,6.83,219.9,216.3,3.6,no,2023-09-10T23:52:15,longline-slice,d5afdfcea-a022-5de9-c18e-dab93d75f4b9,TFCCTF{503080840_eden_10.09.2023_11:52_PM_219.9},TFCCTF{503080840_eden_10.09.2023_11:52_PM_216.3}
0.0005,0.006,0.08,YUE LU FENG 25009, 25009,"no wide glyph, digits in tail",332543123,GTM,DRIFTING_LONGLINES,DONGGANG,8,6,64,9.82,7.26,132.0,125.7,6.3,no,2023-09-30T11:33:06,longline-slice,ede7bae51-1786-bd22-8082-c2358f3619c1,TFCCTF{332543123_donggang_30.09.2023_11:33_AM_132.0},TFCCTF{332543123_donggang_30.09.2023_11:33_AM_125.7}
0.0005,0.0013,0.4,DER YUEN NO33,N NO33,"wide glyph at index 1-2, digits in tail",416002624,TWN,DRIFTING_LONGLINES,PORT LOUIS,4,4,162,67.77,6.58,826.4,798.8,27.6,no,2023-09-02T05:03:46,longline-slice,15be150be-e31e-b868-d159-0b4400be4529,TFCCTF{416002624_port louis_02.09.2023_05:03_AM_826.4},TFCCTF{416002624_port louis_02.09.2023_05:03_AM_798.8}
0.0005,0.0066,0.08,BIRGITTE L349,E L349,"no wide glyph, digits in tail",219024698,DNK,TRAWLERS,HVIDE SANDE,14,4,51,9.81,6.29,114.3,108.3,6.0,no,2023-09-01T04:37:22,trawler-slice,30be41251-1848-fc02-54d1-9bbfc6d0e475,TFCCTF{219024698_hvide sande_01.09.2023_04:37_AM_114.3},TFCCTF{219024698_hvide sande_01.09.2023_04:37_AM_108.3}
0.0004,0.0011,0.4,KAISINMARU NO.1,U NO.1,"wide glyph at index 1-2, digits in tail",431602092,JPN,DRIFTING_LONGLINES,CHOSHI,14,2,67,59.15,8.54,935.2,898.9,36.3,no,2023-09-16T15:57:58,longline-slice,f0ec8ae23-3ef8-7a91-df1f-71d20376b51e,TFCCTF{431602092_choshi_16.09.2023_03:57_PM_935.2},TFCCTF{431602092_choshi_16.09.2023_03:57_PM_898.9}
0.0004,0.0008,0.55,SOVEREIGNTY,EIGNTY,"wide glyph, wrong index",366899520,USA,TRAWLERS,AKUTAN,72,12,56,4.02,8.88,66.1,62.8,3.3,no,2023-09-02T12:13:29,trawler-slice,3740893ee-e0e5-d8e7-d180-3f138ae4bf3f,TFCCTF{366899520_akutan_02.09.2023_12:13_PM_66.1},TFCCTF{366899520_akutan_02.09.2023_12:13_PM_62.8}
0.0004,0.0022,0.2,CALIBRE,ALIBRE,no wide glyph,503798600,AUS,DRIFTING_LONGLINES,ULLADULLA,19,11,55,8.65,7.79,124.7,119.7,5.0,no,2023-09-02T15:13:28,longline-slice,8df1defc2-20ce-9172-2a54-22eec51ff0ea,TFCCTF{503798600_ulladulla_02.09.2023_03:13_PM_124.7},TFCCTF{503798600_ulladulla_02.09.2023_03:13_PM_119.7}
0.0004,0.0018,0.22,JIN HSING CHI NO3,HI NO3,"wide glyph, wrong index, digits in tail",416001159,TWN,DRIFTING_LONGLINES,DONGGANG,19,12,41,18.17,6.68,224.9,219.1,5.8,no,2023-09-07T19:55:26,longline-slice,bc6f79ba7-7354-c14d-ef4d-cc590106be29,TFCCTF{416001159_donggang_07.09.2023_07:55_PM_224.9},TFCCTF{416001159_donggang_07.09.2023_07:55_PM_219.1}
0.0004,0.0009,0.45,RONIDA,RONIDA,"wide glyph at index 1-2, too short to be cut",512002264,NZL,TRAWLERS,TIMARU,43,12,72,4.88,6.82,61.7,67.7,6.0,no,2023-09-06T17:00:32,trawler-slice,363c9a7f3-37af-24d6-cd5f-3385b91e3112,TFCCTF{512002264_timaru_06.09.2023_05:00_PM_61.7},TFCCTF{512002264_timaru_06.09.2023_05:00_PM_67.7}
0.0004,0.002,0.22,ZHEPUYU72333,U72333,"wide glyph, wrong index, digits in tail",412423083,CHN,FISHING,NINGBO,6,5,69,24.78,7.58,347.7,315.9,31.8,no,2023-09-05T03:54:06,longline-slice,e341b940d-d3c0-df5e-2cc1-43b8474f5fc5,TFCCTF{412423083_ningbo_05.09.2023_03:54_AM_347.7},TFCCTF{412423083_ningbo_05.09.2023_03:54_AM_315.9}
0.0004,0.002,0.22,ZHEPUYU72727,U72727,"wide glyph, wrong index, digits in tail",412422211,CHN,FISHING,NINGBO,6,5,68,24.44,7.75,350.6,317.7,32.9,no,2023-09-05T04:01:41,longline-slice,6173e7f6e-e09e-360b-a917-199c9316cd43,TFCCTF{412422211_ningbo_05.09.2023_04:01_AM_350.6},TFCCTF{412422211_ningbo_05.09.2023_04:01_AM_317.7}
0.0004,0.0055,0.08,SHANG WEI 168,EI 168,"no wide glyph, digits in tail",200000572,,FIXED_GEAR,KEELUNG,20,2,21,11.16,6.32,130.6,118.0,12.6,no,2023-09-07T12:02:34,agent8-fill,e2b3273a7-76e5-6da8-f086-7af7bab442b6,TFCCTF{200000572_keelung_07.09.2023_12:02_PM_130.6},TFCCTF{200000572_keelung_07.09.2023_12:02_PM_118.0}
0.0003,0.0042,0.08,VETYVER 8,YVER 8,"no wide glyph, digits in tail",660005800,REU,DRIFTING_LONGLINES,REUNION,16,9,94,15.58,8.25,238.0,241.0,3.0,no,2023-09-02T16:56:24,longline-slice,be65ae9aa-abf8-c767-e418-ece7c3089b7e,TFCCTF{660005800_reunion_02.09.2023_04:56_PM_238.0},TFCCTF{660005800_reunion_02.09.2023_04:56_PM_241.0}
0.0003,0.0035,0.09,CRESSY,CRESSY,"no wide glyph, too short to be cut",512004085,NZL,TRAWLERS,BLUFF,19,6,41,11.22,7.35,152.7,146.7,6.0,no,2023-09-01T19:51:06,agent8-fill,fb6c87dc7-77ab-d158-3ec2-97a50e339068,TFCCTF{512004085_bluff_01.09.2023_07:51_PM_152.7},TFCCTF{512004085_bluff_01.09.2023_07:51_PM_146.7}
0.0003,0.0011,0.248,MEYA,MEYA,"wide glyph, wrong index, too short to be cut",242141100,MAR,FISHING,DAKHLA,26,13,122,10.03,6.93,128.6,121.4,7.2,no,2023-09-01T08:36:30,longline-slice,d0c686e4e-e60b-b45b-bed9-0eb32a48bf33,TFCCTF{242141100_dakhla_01.09.2023_08:36_AM_128.6},TFCCTF{242141100_dakhla_01.09.2023_08:36_AM_121.4}
0.0003,0.0083,0.036,CT2895,CT2895,"no wide glyph, digits in tail, too short to be cut",247148860,ITA,FISHING,CASTELLON,6,5,33,6.4,7.49,88.8,82.4,6.4,no,2023-09-05T20:28:48,longline-slice,51cb161b7-74e3-c009-f7c9-a31d4113c3a5,TFCCTF{247148860_castellon_05.09.2023_08:28_PM_88.8},TFCCTF{247148860_castellon_05.09.2023_08:28_PM_82.4}
0.0003,0.0006,0.55,CAPTAIN ALEX,N ALEX,"wide glyph, wrong index",367754830,USA,SET_LONGLINES,HONOLULU,6,4,59,62.53,6.11,707.9,654.3,53.6,no,2023-09-09T23:09:42,longline-slice,3e5a96c4a-a3e7-a8da-d246-8bda2a791a4b,TFCCTF{367754830_honolulu_09.09.2023_11:09_PM_707.9},TFCCTF{367754830_honolulu_09.09.2023_11:09_PM_654.3}
